critic,fresh,imdb,publication,quote,review_date,rtid,title
Lisa Nesselson,0,108394,Variety,,12/17/08,381422018,Trois couleurs: Bleu
Geoff Andrew,0,108394,Time Out,,2/9/06,381422018,Trois couleurs: Bleu
Jonathan Kiefer,1,108394,Salon.com,"Even in such a visually sumptuous work, Kieslowski is brave enough to tell us -- through blackouts, blurred focus and commanding stillness -- not to look, but simply to listen.",6/12/02,381422018,Trois couleurs: Bleu
Roger Ebert,1,108394,Chicago Sun-Times,A challenge to the imagination.,1/1/00,381422018,Trois couleurs: Bleu
Desson Thomson,1,108394,Washington Post,"The rehabilitation of a human spirit after painful tragedy is given stunning, aesthetic dimension.",1/1/00,381422018,Trois couleurs: Bleu
James Berardinelli,1,108394,ReelViews,A powerful motion picture.,1/1/00,381422018,Trois couleurs: Bleu
Hal Hinson,1,108394,Washington Post,"Krzysztof Kieslowski's penetrating, hypnotic meditation on liberty and loss.",1/1/00,381422018,Trois couleurs: Bleu
Jonathan Rosenbaum,0,111507,Chicago Reader,"he love that figures centrally in White appears more as a postulate than as a realized fact. To achieve something more durable and persuasive, real characters are required, not allegorical stick figures.",8/9/12,770804687,Trzy kolory: Bialy
Lisa Nesselson,1,111507,Variety,"The entertaining second seg of Krzysztof Kieslowski's Three Colors trilogy is involving, bittersweet and droll.",3/26/09,770804687,Trzy kolory: Bialy
Geoff Andrew,1,111507,Time Out,"It's often cruel, of course, and cool as an ice-pick, but it's still endowed with enough unsentimental humanity to end with a touching, lyrical admission of the power of love. Essential viewing.",2/9/06,770804687,Trzy kolory: Bialy
Caryn James,1,111507,New York Times,"How could the creator of Blue, the story of a woman who grieves by moping around Paris in a chichi haircut, possibly have followed it with such a rich, light-handed marvel?",8/30/04,770804687,Trzy kolory: Bialy
Jonathan Kiefer,1,111507,Salon.com,"Kieslowski, who so keenly satirized the crippling excesses of communism in his earlier work, unflinchingly has a go at training-wheels capitalism, but not without affection for the thawing tundra of his beleaguered mother country.",6/12/02,770804687,Trzy kolory: Bialy
Desson Thomson,1,111507,Washington Post,A continuing testament to the Polish director's poetic mastery.,1/1/00,770804687,Trzy kolory: Bialy
Hal Hinson,1,111507,Washington Post,"In White, which details the agonies of obsessive love, [Kieslowski's] story is more realistic, and his style more prosaic, but the results are no less inscrutable -- and no less engaging.",1/1/00,770804687,Trzy kolory: Bialy
Richard Corliss,1,111507,TIME Magazine,The film works fine on its own.,1/1/00,770804687,Trzy kolory: Bialy
John Hartl,1,111507,Film.com,"It's probably the friendliest, most enjoyable movie the Polish filmmaker has made.",1/1/00,770804687,Trzy kolory: Bialy
Roger Ebert,1,111507,Chicago Sun-Times,"White is the anti- comedy, in between the anti- tragedy and the anti- romance.",1/1/00,770804687,Trzy kolory: Bialy
James Berardinelli,1,111507,ReelViews,"White is an excellent character study, and the presentation of a twisted love story is compelling.",1/1/00,770804687,Trzy kolory: Bialy
Lisa Schwarzbaum,1,111507,Entertainment Weekly,"There's something earthy and elemental in this tale that was missing in Blue, something quirky and (measured by Kieslowskian standards) energetic. But there's also something damp and brown, like the sodden Polish countryside he pictures.",2/18/94,770804687,Trzy kolory: Bialy
Derek Elley,0,110769,Variety,,8/6/08,770687009,Pao Da Shuang Deng
Geoff Andrew,0,110769,Time Out,,2/9/06,770687009,Pao Da Shuang Deng
Stephen Holden,0,110769,New York Times,,5/20/03,770687009,Pao Da Shuang Deng
,0,110769,Globe and Mail,,4/12/02,770687009,Pao Da Shuang Deng
,0,110769,Los Angeles Times,,2/13/01,770687009,Pao Da Shuang Deng
Joe Baltake,0,110769,Sacramento Bee,,1/1/00,770687009,Pao Da Shuang Deng
Peter Stack,0,110769,San Francisco Chronicle,,1/1/00,770687009,Pao Da Shuang Deng
Roger Ebert,0,110769,Chicago Sun-Times,,1/1/00,770687009,Pao Da Shuang Deng
Owen Gleiberman,0,114571,Entertainment Weekly,,9/7/11,11396,Stuart Saves His Family
Joe Leydon,0,114571,Variety,"It isn't good enough, it isn't smart enough, and, doggone it, most people won't like Stuart Saves His Family.",5/14/08,11396,Stuart Saves His Family
Jonathan Rosenbaum,1,114571,Chicago Reader,"Even if you find Franken hard to bear, as I do, the movie's take on how he functions in the world is both authoritative and compelling, and the movie steadily grows in stature.",5/14/08,11396,Stuart Saves His Family
,0,114571,Time Out,"Those familiar with Alcoholics Anonymous' 12-step recovery programme may bond in sympathy. The sentimentality, however, doesn't play.",6/24/06,11396,Stuart Saves His Family
Janet Maslin,0,114571,New York Times,"The plotting is surprisingly banal, involving even talk of a property easement and turning Stuart into the executor of a relative's estate. And the relatives' problems are taken semi-seriously, which is more than this lightweight film can handle.",5/20/03,11396,Stuart Saves His Family
Peter Rainer,0,114571,Los Angeles Times,"It was much funnier when we didn't see Stuart's family. And, if we have to see them, it would have been much funnier if they were strait-laced '50s sitcom types.",2/13/01,11396,Stuart Saves His Family
Mick LaSalle,0,114571,San Francisco Chronicle,"All in all, it's a misfire -- but a misfire that's more interesting than a lot of successes.",1/1/00,11396,Stuart Saves His Family
Roger Ebert,1,114571,Chicago Sun-Times,"I not only enjoyed Stuart Smalley, doggone it, I liked him, and that attitude of gratitude ain't just a platitude.",1/1/00,11396,Stuart Saves His Family
Desson Thomson,1,114571,Washington Post,Subtly riotous.,1/1/00,11396,Stuart Saves His Family
,0,114571,USA Today,,1/1/00,11396,Stuart Saves His Family
Hal Hinson,0,114571,Washington Post,"Stuart is a disarming figure -- likable in small doses, but fragile and not particularly adaptable.",1/1/00,11396,Stuart Saves His Family
James Berardinelli,0,114571,ReelViews,"Stretched out to an agonizing ninety-seven minutes, Stuart goes from being passably amusing to tedious to virtually unwatchable.",1/1/00,11396,Stuart Saves His Family
Brian Lowry,0,111333,Variety,,3/26/09,9615,The Swan Princess
Geoff Andrew,0,111333,Time Out,,6/24/06,9615,The Swan Princess
Caryn James,0,111333,New York Times,,8/30/04,9615,The Swan Princess
James Berardinelli,0,111333,ReelViews,,1/1/00,9615,The Swan Princess
Peter Stack,0,111333,San Francisco Chronicle,,1/1/00,9615,The Swan Princess
Roger Ebert,1,111333,Chicago Sun-Times,,1/1/00,9615,The Swan Princess
Hal Hinson,0,111333,Washington Post,,1/1/00,9615,The Swan Princess
,1,111333,Entertainment Weekly,,6/1/94,9615,The Swan Princess
Bruce Diones,1,111112,New Yorker,The rhythms are placid and the camerawork (by Haskell Wexler) is simple and unfussy. The film's a charm.,5/3/13,10384,The Secret of Roan Inish
Lisa Schwarzbaum,1,111112,Entertainment Weekly,,9/7/11,10384,The Secret of Roan Inish
Dennis Harvey,0,111112,Variety,"John Sayles' latest marks his entry into family-pic terrain, a crossing that draws pleasant but unexciting results.",3/11/08,10384,The Secret of Roan Inish
Michael Rechtshaffen,1,111112,Hollywood Reporter,"Moving from passion fish to mystical seals, versatile filmmaker John Sayles' latest is a first-rate, all-ages fairy tale steeped in Irish folklore.",3/11/08,10384,The Secret of Roan Inish
Jonathan Rosenbaum,1,111112,Chicago Reader,"This is all rather low-key and uninsistent, but the settings are gorgeous, and Haskell Wexler's cinematography makes the most of them.",3/11/08,10384,The Secret of Roan Inish
Geoff Andrew,1,111112,Time Out,"Tales within tales, a subtle sense of economic and social realities, fine landscape photography and strong performances make for an engrossing, unusual fantasy.",2/9/06,10384,The Secret of Roan Inish
Stephen Holden,1,111112,New York Times,One of Mr. Sayles's artistic strengths (and commercial liabilities) is his refusal to make movies that knock you over the head with larger-than-life characters and emotions.,3/19/05,10384,The Secret of Roan Inish
Edward Guthmann,1,111112,San Francisco Chronicle,Sayles demonstrates again his amazing breadth of interest and the extent to which he can't be pigeonholed.,6/18/02,10384,The Secret of Roan Inish
Rick Groen,1,111112,Globe and Mail,"A bauble, perhaps, but smartly mounted and sweetly offered -- a Disney flick with brains.",4/12/02,10384,The Secret of Roan Inish
Kenneth Turan,1,111112,Los Angeles Times,"Though its protagonist is a 10-year-old girl, it is a crackling good tale with a sense of wonder and mystery strong enough to captivate any age group.",2/13/01,10384,The Secret of Roan Inish
Desson Thomson,1,111112,Washington Post,[Sayles's] plodding manner works somewhat to advantage in The Secret of Roan Inish.,1/1/00,10384,The Secret of Roan Inish
Rita Kempley,1,111112,Washington Post,"Only the seals and the sea gulls know The Secret of Roan Inish, a beguiling mystery shrouded in stubborn sea mist.",1/1/00,10384,The Secret of Roan Inish
James Berardinelli,1,111112,ReelViews,An enchanting story about magic and tradition that is suitable for family viewing.,1/1/00,10384,The Secret of Roan Inish
Roger Ebert,1,111112,Chicago Sun-Times,It is the exhilarating account of the way Fiona rediscovers her family's history and reclaims their island.,1/1/00,10384,The Secret of Roan Inish
,1,111112,Entertainment Weekly,,2/3/95,10384,The Secret of Roan Inish
Owen Gleiberman,0,111255,Entertainment Weekly,,9/7/11,14986,The Specialist
Lisa Schwarzbaum,0,111255,Entertainment Weekly,,9/7/11,14986,The Specialist
,0,111255,Variety,,3/26/09,14986,The Specialist
Derek Adams,0,111255,Time Out,,2/9/06,14986,The Specialist
Caryn James,0,111255,New York Times,,5/20/03,14986,The Specialist
Christopher Harris,0,111255,Globe and Mail,"This movie is a stinker in every way, from the one-dimensional acting to the idiot dialogue to the surprisingly monotonous storyline.",4/12/02,14986,The Specialist
Roger Ebert,0,111255,Chicago Sun-Times,"The Specialist is one of those films that forces the characters through torturous mazes of dialogue and action, to explain a plot that is so unlikely it's not worth the effort.",1/1/00,14986,The Specialist
Hal Hinson,0,111255,Washington Post,"With all the preening, posing and stretching, it's hard to know if The Specialist is an action movie or an exercise video.",1/1/00,14986,The Specialist
James Berardinelli,0,111255,ReelViews,This movie is excruciatingly dumb.,1/1/00,14986,The Specialist
,0,111255,Entertainment Weekly,,10/7/94,14986,The Specialist
Owen Gleiberman,0,111282,Entertainment Weekly,,9/7/11,12303,Stargate
Leonard Klady,0,111282,Variety,,7/22/08,12303,Stargate
Derek Adams,0,111282,Time Out,,6/24/06,12303,Stargate
Stephanie Dolgoff,0,111282,New York Times,,5/28/03,12303,Stargate
Roger Ebert,0,111282,Chicago Sun-Times,"The movie Ed Wood, about the worst director of all time, was made to prepare us for Stargate.",1/1/00,12303,Stargate
Hal Hinson,1,111282,Washington Post,"[A] loopy, mostly entertaining sci-fi adventure.",1/1/00,12303,Stargate
James Berardinelli,0,111282,ReelViews,A cinematic fireworks show without the grand finale.,1/1/00,12303,Stargate
Mick LaSalle,0,111282,San Francisco Chronicle,,1/1/00,12303,Stargate
,0,111282,Entertainment Weekly,,10/28/94,12303,Stargate
,0,89961,Variety,,3/26/09,10270,Santa Claus
Derek Adams,0,89961,Time Out,,6/24/06,10270,Santa Claus
Vincent Canby,0,89961,New York Times,,5/20/03,10270,Santa Claus
Roger Ebert,0,89961,Chicago Sun-Times,,10/30/01,10270,Santa Claus
Gene Siskel,1,111161,Chicago Tribune,Simply marvelous entertainment.,1/16/13,12989,The Shawshank Redemption
Richard Schickel,1,111161,TIME Magazine,"Freeman, who is simply a great actor, a man who has never struck a false note in his career, both narrates this tale and anchors it with his authoritative playing.",6/15/11,12989,The Shawshank Redemption
Leonard Klady,1,111161,Variety,A testament to the human spirit...,6/28/07,12989,The Shawshank Redemption
Jonathan Rosenbaum,1,111161,Chicago Reader,A passing reference to 'The Count of Monte Cristo' offers a partial clue to what makes this movie compelling.,6/28/07,12989,The Shawshank Redemption
Derek Adams,1,111161,Time Out,"...a throwback to the kind of serious, literate drama Hollywood used to make.",6/24/06,12989,The Shawshank Redemption
,1,111161,Boston Globe,"It's a simple story elegantly, cleverly told, not to mention expertly acted.",9/24/04,12989,The Shawshank Redemption
Janet Maslin,1,111161,New York Times,"Without a single riot scene or horrific effect, it tells a slow, gentle story of camaraderie and growth, with an ending that abruptly finds poetic justice in what has come before.",5/20/03,12989,The Shawshank Redemption
Peter Travers,1,111161,Rolling Stone,It's the no-bull performances that hold back the flood of banalities.,5/12/01,12989,The Shawshank Redemption
Desson Thomson,0,111161,Washington Post,It wanders down subplots at every opportunity and ignores an abundance of narrative exit points before settling on the aforementioned finale.,1/1/00,12989,The Shawshank Redemption
Roger Ebert,1,111161,Chicago Sun-Times,"If the film is perhaps a little slow in its middle passages, maybe that is part of the idea, too, to give us a sense of the leaden passage of time, before the glory of the final redemption.",1/1/00,12989,The Shawshank Redemption
James Berardinelli,1,111161,ReelViews,"The Shawshank Redemption is all about hope and, because of that, watching it is both uplifting and cathartic.",1/1/00,12989,The Shawshank Redemption
Rita Kempley,1,111161,Washington Post,"It's a devoutly old-fashioned, spiritually uplifting prison drama about two lifers who must break their emotional shackles before they can finally become free men.",1/1/00,12989,The Shawshank Redemption
Peter Stack,1,111161,San Francisco Chronicle,"Thanks to fine performances and beautiful photography, you get that inspirational jump-start frame after frame.",1/1/00,12989,The Shawshank Redemption
Owen Gleiberman,1,111161,Entertainment Weekly,"With his gift for rapt pauses, for caressing just the right syllable, Freeman can make a speech like that sound like one of the philosophical nuggets of the ages.",9/10/94,12989,The Shawshank Redemption
Lisa Schwarzbaum,1,111149,Entertainment Weekly,,9/7/11,16178,Shallow Grave
Derek Adams,0,111149,Time Out,,6/24/06,16178,Shallow Grave
Janet Maslin,0,111149,New York Times,,5/20/03,16178,Shallow Grave
,0,111149,Globe and Mail,,4/12/02,16178,Shallow Grave
Peter Rainer,0,111149,Los Angeles Times,"Class has its place, but some of us prefer our cut-'em-ups a little more lowdown.",2/13/01,16178,Shallow Grave
Stanley Kauffmann,1,111149,The New Republic,The three ... especially Fox--do well.,1/1/00,16178,Shallow Grave
Roger Ebert,0,111149,Chicago Sun-Times,"Since no reasonable person can remotely hope to identity with Juliet, David or Alex, the whole case drops through.",1/1/00,16178,Shallow Grave
